,id,answer_text,student_id,assigned_grade,question_id,cluster_id,override_grade,override_feedback,rule_strings,outlier_score,concept_scores,sbert_0.5,sbert_0.6,sbert_0.7,sbert_0.8,spacy_0.5,spacy_0.6,spacy_0.7,spacy_0.8,tfidf_0.5,tfidf_0.6,tfidf_0.7,tfidf_0.8,chatgpt_classified_rubric
10,4216,This is so that our instances are consistent throughout our program and we would not have to recreate each instance (e.g. button) everytime we would want to use it.,40807895,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.5422655940055847,[],True,True,False,False,True,False,False,False,False,False,False,False,1.0
11,3931,"It simplifies the creation of multiple things, so if you have a button that you will have multiple times or have variations you only have to create it once. ",53045069,1.0,37,,,,[],0.5464990139007568,[],True,False,False,False,True,True,False,False,True,False,False,False,0.5
12,4123,Because you want to be able to duplicate and reuse.,46914130,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.5477814078330994,[],True,True,False,False,False,False,False,False,False,False,False,False,0.5
13,3269,We want to use components in Figma to allow the user to interact with the interface and receive feedback and information about what their interactions are doing.,80334223,0.0,37,,,,"[[148, ""\u2714\ufe0f Keyword: user -> Matched: user, Similarity: 1.00""]]",0.5596126914024353,[],False,False,False,False,True,True,False,False,False,False,False,False,0.0
14,3985,"We use components to do this because it'll allow the reuse of those components. For example, using the same button functionality on different pages. Instead of having to duplicate that same button on different pages we can just reuse the component (use instances of it).",45832959,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.5597919225692749,[],False,False,False,False,True,True,True,True,False,False,False,False,1.0
15,3775,"It allows you to quickly re use any previous designs that you have done, and create more intuitive data structures within Figma to be able to use in the future. ",11686793,1.0,37,,,,[],0.5606030225753784,[],False,False,False,False,True,False,False,False,False,False,False,False,0.5
16,3672,it creates a consistent interface that can be easily changed instead of changing each individual instance manually.,87993340,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.5618103742599487,[],True,True,False,False,True,True,True,False,False,False,False,False,1.0
17,3588,It helps us because we don't need to recreate the same designs repeatedly. It helps us create consistent and organized designs and quickly too.,26289380,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.5756798386573792,[],False,False,False,False,False,False,False,False,False,False,False,False,0.5
18,3600,"Many times, features can be reused amongst many pages. For example, a back button, the header of a page, or the company logo. It makes creating the prototype more efficient since we do not have to make them from scratch again. ",54188288,1.0,37,,,,[],0.5773841142654419,[],False,False,False,False,True,True,True,False,False,False,False,False,1.0
19,4015,"Because we may want to use the same instance, e.g. a button, on many pages of our prototype and it is important to keep the designs consistent in order to adhere to Nielson's heuristic of ""Consistency and standards"".",30022510,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.5779927372932434,[],True,True,True,True,True,True,True,True,False,False,False,False,1.0
20,3570,"It's more efficient. Suppose you want a button to be the same size and shape on multiple pages on your Figma. When you want to change the formatting, you won't have to change it all individually, but you can just change the main component and fix the formatting without going to every page and every button variant. ",98805664,1.0,37,,,,[],0.5783479809761047,[],False,False,False,False,True,False,False,False,False,False,False,False,1.0
21,4345,Because we can reuse an integrated portion of work multiple times across our later design. It is efficient that we don't have to redo the work again and again.,76155969,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.5796266794204712,[],True,True,False,False,True,True,False,False,False,False,False,False,1.0
22,3752,Allows us to resuse designs,97346224,1.0,37,,,,[],0.5796510577201843,[],False,False,False,False,False,False,False,False,False,False,False,False,0.5
23,3452,Makes repeated feature to be reused and allows everything to be organized more efficiently,62281619,1.0,37,,,,[],0.5856369733810425,[],True,False,False,False,False,False,False,False,False,False,False,False,1.0
24,4270,It allows us to build a smaller part of a greater system and enables us to reuse existing parts saving us time on otherwise repetitive and tedious work.,26635585,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.5861082077026367,[],True,False,False,False,True,True,False,False,False,False,False,False,1.0
25,3407,"they allow the designer to create multiple versions of a single element, this keeps the format consistent and allows the design team to work better together",80185417,1.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.588310718536377,[],True,True,False,False,True,True,True,True,False,False,False,False,0.5
26,3395,It makes it easier to reuse existing parts quickly and also helps with consistency,81870584,2.0,37,,,,"[[150, ""\u2714\ufe0f Sentence: It makes it easier to reuse existing parts quickly and also helps with consistency -> Similarity: 1.00""], [151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.5940520167350769,[],True,True,True,False,True,False,False,False,False,False,False,False,1.0
27,3585,Components allow for us to create working buttons that can change properties without actually changing the entire frame we are on - a button changing colors when clicked or hovered for example.,7274808,1.0,37,,,,[],0.5947892069816589,[],False,False,False,False,True,True,False,False,False,False,False,False,0.5
28,3615,"So that it is easier to maintain consistency throughout the project, and then later it also makes it more efficient to make changes.",45777910,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.5984135270118713,[],True,True,True,True,True,False,False,False,False,False,False,False,1.0
29,3533,We can to use Components to create instances in Sigma so that we can easily reuse them on different frames if needed.,4485756,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6013771891593933,[],False,False,False,False,False,False,False,False,False,False,False,False,0.5
30,4195,This is because it allows for universal components to create consistency in designs while also having variants in a design when necessary (favoriting for example).,73621972,1.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.6114813685417175,[],True,True,True,False,True,True,True,False,False,False,False,False,1.0
31,3350,We are able to create multiple objects of one design. This allows for easily managed features in a prototype.,94887883,1.0,37,,,,[],0.6139634251594543,[],False,False,False,False,True,True,True,False,False,False,False,False,0.5
32,4297,They allow you to reuse designs you've already made for consistency and ease of use.,46408382,2.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.6160947680473328,[],True,True,False,False,True,True,False,False,False,False,False,False,0.5
33,3681,"Because they can be reused to increase the efficiency for repeated work. Also, it can help to keep the same design style across the same platform.",88793495,2.0,37,,,,[],0.6178517937660217,[],True,False,False,False,True,True,False,False,False,False,False,False,1.0
34,3224,By having reusable designs we would have greater consistancy within our project. This leads to a more pleasant design. This also allows us to reduce our work as we can reuse designs rather than making them again.,26336360,2.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.618027925491333,[],False,False,False,False,True,False,False,False,False,False,False,False,1.0
35,3473,"They can be reused in the form of instances, so they are flexible and reusable.",50953806,1.0,37,,,,[],0.6201600432395935,[],False,False,False,False,True,True,True,False,False,False,False,False,1.0
36,3663,This can help make it easier to reuse existing parts quickly with consistency.,85849868,2.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.6216430068016052,[],True,True,True,False,False,False,False,False,False,False,False,False,1.0
37,3266,So that when we modify a component that is on multiple pages of an application it updates every instance of it.,88661447,1.0,37,,,,[],0.622757077217102,[],False,False,False,False,True,True,True,False,False,False,False,False,1.0
38,4144,This allows us to create multiple instances of one element which saves time. ,64228761,1.0,37,,,,[],0.6233652234077454,[],False,False,False,False,True,True,True,True,False,False,False,False,1.0
39,3509,It allows us to quickly add and change reusable elements instead of having to copy and paste elements. ,98581555,1.0,37,,,,[],0.6234869360923767,[],False,False,False,False,True,True,False,False,False,False,False,False,1.0
40,3817,"If we want to reuse instances we want to use components as that saves us time, shortening how long we have to actually spend on finishing the prototype. ",94905228,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6295633912086487,[],False,False,False,False,False,False,False,False,False,False,False,False,0.5
41,4159,Because then we can reuse them in multiple instances and not make parts of the project that occur multiple times again. ,37769705,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6319341063499451,[],True,True,False,False,True,True,True,True,False,False,False,False,1.0
42,3754,"easier to reuse existing parts quickly, also consistent",86761316,2.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.6328935027122498,[],True,True,True,False,True,True,False,False,False,False,False,False,1.0
43,3705,"Because we want to reuse the same type of element (i.e., same style) across the design. ",18310070,2.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6377608180046082,[],True,False,False,False,True,True,True,True,False,False,False,False,1.0
44,4165,It creates more organized and editable design in Figma. There are also features such as toggling that can be used with components in figma.,35289668,1.0,37,,,,[],0.6383859515190125,[],False,False,False,False,True,True,True,False,False,False,False,False,0.5
45,3734,Because we wan to design some UI components that we can reuse across multiple screens within an app.,85935495,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6386227607727051,[],False,False,False,False,False,False,False,False,False,False,False,False,1.0
46,3636,You want to use Components to create instances in Figma to save time and allow your interfaces to be more consistent. You are able to create elements once and resume them multiple times throughout your Figma. ,59019027,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.6400733590126038,[],False,False,False,False,False,False,False,False,False,False,False,False,1.0
47,3618,"So that instances are easily modified and updated. Moreover, we can maintain a consistent design throughout our project",34280763,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.6403962969779968,[],True,True,True,True,True,True,False,False,False,False,False,False,1.0
48,3826,The components are easier to use in figma and make the page simple to create.,88517249,1.0,37,,,,[],0.6416122317314148,[],False,False,False,False,True,True,False,False,False,False,False,False,0.5
49,3515,"Components help with the design goal of consistency and standards. When one component is used across a design it makes the button very familiar. Such as an accept button on a design, if all the accept buttons are from the same component, the user will intuitively know that the button is an accept button based off of its design. ",18778856,1.0,37,,,,"[[148, ""\u2714\ufe0f Keyword: user -> Matched: user, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.6416492462158203,[],True,True,True,False,True,True,True,True,False,False,False,False,1.0
50,4054,We only need to create the main component once and can then drag instances of it anywhere else. The instances also inherit all of the properties yet can act independently on their own.,37326348,1.0,37,,,,[],0.6418900489807129,[],False,False,False,False,True,True,True,True,True,True,False,False,1.0
51,3687,"If you are making many copies of something in your prototype and want to change all of them, it would be extremely tedious to go through and edit each copy exactly the same. Components and instances share these changes making the change of many items just the change of one",10766116,1.0,37,,,,[],0.6426761150360107,[],False,False,False,False,True,True,True,True,False,False,False,False,1.0
52,3799,They can be reused across designs. This makes designs much more efficient. ,57742565,1.0,37,,,,[],0.6459643840789795,[],False,False,False,False,False,False,False,False,False,False,False,False,1.0
53,3251,you can reuse components in your project which makes the prototype much cleaner and minimalistic.,82807494,0.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6462919116020203,[],False,False,False,False,True,True,False,False,False,False,False,False,0.5
54,3690,"Figma components give us more efficiency and consistency. For example, we would only need to make one button once, and every single one of them would be the exact same. This gives everything a sense of uniformity, and will make things faster in the future. ",63341281,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.6492534279823303,[],True,False,False,False,True,True,True,True,True,True,True,False,1.0
55,3737,"Instances created from Components can be reused and customized across the entire app, so when updates are needed for multiple instances, we can update the Component and the changes will apply to all of them.",41026236,1.0,37,,,,[],0.6515786647796631,[],False,False,False,False,True,True,True,False,False,False,False,False,1.0
56,3323,"It let's you have many elements that have the same properties of just one component, so that you can change all of them at once",43125785,1.0,37,,,,[],0.6518511176109314,[],False,False,False,False,True,True,True,True,False,False,False,False,0.5
57,4135,Components in Figma are interactive allowing the user to navigate to other pages or update the information on the page through different variants.,53004576,0.0,37,,,,"[[148, ""\u2714\ufe0f Keyword: user -> Matched: user, Similarity: 1.00""]]",0.6526928544044495,[],False,False,False,False,True,True,True,False,False,False,False,False,0.0
58,3675,"We need to do this so if we want to edit multiple instances of the same component, we only have to do one change. We can also reuse elements easily because of this. ",29001298,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6551633477210999,[],False,False,False,False,False,False,False,False,True,True,True,False,1.0
59,4276,"This is because these elements are much more duplicatable and reusable and adjustable if they are components rather than just copy and pasting things. Additionally, components can be converted into variants which can be used for micro-interactions",66389868,1.0,37,,,,[],0.6567251086235046,[],False,False,False,False,True,True,False,False,False,False,False,False,1.0
60,3278,"If we did not use Components we would have to create each instance individually. Then, if we had a design change, we would need to manually update each instance. Using a Component we only need to change the master Component and all derived instances will be changed.",12433440,1.0,37,,,,[],0.6571416854858398,[],False,False,False,False,False,False,False,False,False,False,False,False,1.0
61,4249,"It allows designers to reuse and share design elements within a project, making the design process more efficient and organized",92026643,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6572329998016357,[],False,False,False,False,True,True,True,False,False,False,False,False,1.0
62,3594,"Because they allow us to reuse design elements, such as buttons or icons, throughout our design without having to recreate them each time. This saves time and helps to ensure consistency in our designs.",39273167,2.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.6572447419166565,[],False,False,False,False,True,True,False,False,False,False,False,False,1.0
63,3808,We want to use components so we can easily change the options without having to make a lot of pages. this also help with consistent user interface,38859078,2.0,37,,,,"[[148, ""\u2714\ufe0f Keyword: user -> Matched: user, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.6587755680084229,[],False,False,False,False,True,False,False,False,False,False,False,False,0.5
64,4264,"you can duplicate your instances to utilize for other parts of your projects. you can create one component and create multiple instances of it, and can also specifically modify each one. works exactly like class inheritance too, if you modify the base component the change will be reflected on all the instances.",59844744,1.0,37,,,,[],0.6598104238510132,[],False,False,False,False,True,True,True,False,False,False,False,False,1.0
65,3573,"Allows us to more easily use objects that appear frequently throughout our prototype. Also, allows for different variations of the same object. ",64612198,1.0,37,,,,[],0.6604205369949341,[],False,False,False,False,True,True,True,True,False,False,False,False,1.0
66,3904,"Because components make it so that you don't have to keep creating new buttons every time you need one, plus it helps keep buttons consistent throughout your prototype.",21365504,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.6607524752616882,[],False,False,False,False,False,False,False,False,False,False,False,False,1.0
67,3248,They help you create and manage consistency across the designs when you want to reuse stuff.,79600320,2.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.6654419302940369,[],True,True,False,False,False,False,False,False,False,False,False,False,0.5
68,4162,Because it's easy to operate when we want to reuse the components.,12046096,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6678144335746765,[],True,False,False,False,False,False,False,False,False,False,False,False,0.25
69,4327,To recreate the components repeatedly to achieve consistent design in Figma.,60452756,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.6678990125656128,[],False,False,False,False,True,True,False,False,False,False,False,False,0.5
70,3521,"So that if we ever need to change all the instances we made, we only need to change the main component, and all the instances will be changed, saving time and effort.",25465609,1.0,37,,,,[],0.6695560216903687,[],True,False,False,False,True,True,False,False,True,True,False,False,1.0
71,3431,"By using components, it maintains a consistent user interface and design across the app. ",89307089,1.0,37,,,,"[[148, ""\u2714\ufe0f Keyword: user -> Matched: user, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.6698613166809082,[],True,False,False,False,True,True,False,False,False,False,False,False,1.0
72,4030,"Components facilitate interactivity within a prototype, which allows users to change and manipulate the prototype in ways that are pre-defined by the developers.",33850851,0.0,37,,,,[],0.6717993021011353,[],False,False,False,False,True,True,True,True,False,False,False,False,0.25
73,3380,Because components are reusable and can allow prototypes to have micro-interactions in order to make the prototype more realistic.,10892356,1.0,37,,,,[],0.6730982065200806,[],False,False,False,False,True,True,False,False,False,False,False,False,0.75
74,4339,You can re-use existing parts and pages and other elements which helps you to ensure design consistency and helps you save time as well. It would also allow designers to update the elements quickly.,32003254,2.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.6752287149429321,[],True,True,False,False,True,True,False,False,False,False,False,False,0.75
75,4129,"Instances allow you to move and resize the component as you wish and it also allows you ro reuse objets throughout your design (if you can one, it will change all of them that you used the instance). It saves time for the programmer ",7212683,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6760523319244385,[],False,False,False,False,True,True,False,False,False,False,False,False,1.0
76,3790,"Figma components are useful since they can be easily reused throughout a prototype. This allows design standards (ex: for a button) to be enforced across the whole prototype, and since they can be updated it provides flexibility to change that standard.",42396498,2.0,37,,,,[],0.6760918498039246,[],False,False,False,False,True,True,False,False,False,False,False,False,1.0
77,4198,"It allows us to reuse certain elements multiple times, and even create variations of those elements.",93289160,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6766946315765381,[],True,False,False,False,True,True,True,True,False,False,False,False,0.75
78,4315,"If that instance has to be reused multiple times it allows us to create one and consistently use the same design in other areas, as well as dynamically change all of them if needed. This maintains consistency throughout the design project.",41241481,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.6804771423339844,[],True,True,True,False,True,True,True,True,False,False,False,False,1.0
79,3464,"Suppose you have a toggle button that is highlighted blue. A stakeholder wants you to change the color to green. If you made the toggle button a component, you’d be able to just edit the main component and the changes will be reflected throughout the design. Additionally, having components helps maintain a consistent design throughout the interface. ",49373749,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.6810140013694763,[],False,False,False,False,True,True,True,False,False,False,False,False,1.0
80,3645,"Instances allow the user to create multiple copies of the component. For instance, this is ideal when implementing the same type of button throughout the app. It also reduce work and any change to the main component is applied to all instances.",37051692,1.0,37,,,,"[[148, ""\u2714\ufe0f Keyword: user -> Matched: user, Similarity: 1.00""]]",0.6824232935905457,[],False,False,False,False,True,True,True,True,False,False,False,False,1.0
81,4114,We can use components to make a change on one piece and have all the same components used throughout the app update at once.,32722286,1.0,37,,,,[],0.6852687001228333,[],False,False,False,False,True,True,False,False,False,False,False,False,1.0
82,3612,"You want to use components to create instances in Figma to standardize how particular elements are going to function on in your prototype so that there are not inconsistencies, moreover they increase your productivity in the form of allowing you to essentially copy and paste details to where they need to be. ",89731406,2.0,37,,,,[],0.6853413581848145,[],False,False,False,False,True,True,False,False,False,False,False,False,0.75
83,3556,We want to use components because they allow you to reuse elements in different places in your sigma without having to recreate them. You can also create interactive components with different variances.,68297984,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6866068840026855,[],False,False,False,False,True,False,False,False,False,False,False,False,0.75
84,4096,Components allow for easy and consistent upgrades and adjustments to all potential instances if we decide to make changes later on,16125537,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.6893669366836548,[],True,True,False,False,True,False,False,False,False,False,False,False,0.75
85,3434,It allows youto quickly create and reuse elements while maintaining consistency.,70957229,2.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.6923392415046692,[],True,True,False,False,True,True,False,False,False,False,False,False,1.0
86,3341,"We want to use components to create instances in Figma because you can create and reuse multiple instances of an object with the same specifications and behavior rather than copying and pasting them. Also, you can easily control spacing and positioning between each instance rather than manually moving each object. Therefore, if you made changes to the original instance, the other instances will automatically update.",55132001,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.6930147409439087,[],False,False,False,False,True,True,True,False,False,False,False,False,1.0
87,3299,"Can use components in other instances, creating uniformity throughout Figma projects. ",48002318,1.0,37,,,,[],0.6937352418899536,[],False,False,False,False,True,True,True,False,False,False,False,False,0.5
88,4045,We want to use components to create instances in Figma because they allow us to create interactions with user input or other components within the prototype. ,54461445,1.0,37,,,,"[[148, ""\u2714\ufe0f Keyword: user -> Matched: user, Similarity: 1.00""], [149, ""\u2714\ufe0f Keyword: prototype -> Matched: prototype, Similarity: 1.00""]]",0.6943331956863403,[],False,False,False,False,True,False,False,False,False,False,False,False,0.25
89,3467,"They can be easily copied and reused throughout the project, and if a change needs to be made to each of them, they can just be made to the master component rather than having to make the same change multiple times on each copy.",97790812,1.0,37,,,,[],0.6955561637878418,[],False,False,False,False,True,True,True,False,False,False,False,False,1.0
90,3814,"Components allow for multiple copies that can all be edited by changing the features of the original. For example, if I have a frame that I want to appear 8 times in a vertical list I can make multiple instances of a given component. Should I want to change the size or color of the instances, I could simply apply whatever change I desire to the original and the copies will follow suit.",49972152,1.0,37,,,,[],0.6990708112716675,[],False,False,False,False,True,True,True,True,False,False,False,False,1.0
91,3541,"We can use components to create consistent designs, and designs that can be modified en masse, making it easier to change, for example, the color of our ""submit"" buttons uniformly across ten different frames.",26652614,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.7035887837409973,[],False,False,False,False,True,True,True,False,False,False,False,False,1.0
92,3823,You want to use components in Figma so that you can re-use them without needing to re-create them anywhere you need them.,24245578,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.704082727432251,[],False,False,False,False,False,False,False,False,False,False,False,False,0.5
93,3865,"Using components can create instances of an element, such as a button, and it can be easily edited.",65820225,1.0,37,,,,[],0.7053398489952087,[],False,False,False,False,True,True,True,False,False,False,False,False,0.5
94,3230,"Components can be replicated for multiple instances and be synchronised. This allows you to create a component  that is used in multiple places, but if you wanted to change it you would only need to change the master component.",36079863,1.0,37,,,,[],0.7082633376121521,[],False,False,False,False,True,True,False,False,False,False,False,False,1.0
95,4171,Alot of times similar things appear in multiple areas of the prototype. Using components it would allow for less clutter and we can simply use the component across the whole prototype. ,88396459,1.0,37,,,,[],0.7112785577774048,[],False,False,False,False,True,True,True,True,False,False,False,False,0.75
96,3760,Components help with consistency and reuse parts quickly and efficiently,76558361,2.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""], [157, ""\u274c Keyword: consistent -> Matched: consistency, Similarity: 0.86""]]",0.7116740942001343,[],True,True,False,False,True,False,False,False,False,False,False,False,0.75
97,3419,An example: you designed some UI components that you want to reuse throughout multiple screens within an app. Components are easily copiable throughout the figma so you can use them multiple times. ,78973411,1.0,37,,,,"[[151, ""\u2714\ufe0f Keyword: reuse -> Matched: reuse, Similarity: 1.00""]]",0.7131165862083435,[],False,False,False,False,True,False,False,False,False,False,False,False,0.75
98,4108,"UI components can be reused across multiple screen. We make our design consistent. It also reduces workload. 
",22810399,2.0,37,,,,"[[157, ""\u274c Keyword: consistent -> Matched: consistent, Similarity: 1.00""]]",0.7159005999565125,[],False,False,False,False,False,False,False,False,False,False,False,False,0.75
99,4033,Components will help us make variations of it so that we can create an interactive experience in our prototype.,46525489,0.0,37,,,,[],0.7159102559089661,[],False,False,False,False,True,True,False,False,False,False,False,False,0.5
100,4321,"By using components, we can resuse many small objects that can be reused with minal change. Also, we can apply auto-layout feature so the contents can be automatically adjust.",49413345,1.0,37,,,,[],0.716869056224823,[],False,False,False,False,False,False,False,False,False,False,False,False,0.75
